DATAFLOW,LAST UPDATE,freq,sex,wstatus,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2010,17.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2011,15.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2012,12.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2013,13.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2014,14.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2015,12.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2016,10.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2017,8.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2018,8.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2019,8.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,North Macedonia,2020,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,1999,14.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2000,14.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2001,13.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2002,13.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2003,12.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2004,11.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2005,11.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2006,10.2,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2007,9.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2008,8.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2009,9.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2010,7.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2011,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2012,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2013,7.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2014,6.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2015,6.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2016,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2017,4.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2018,5.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2019,5.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2020,5.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2021,3.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2022,4.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2023,5.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Netherlands,2024,5.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2006,13.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2007,14.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2008,12.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2009,13.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2010,13.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2011,13.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2012,11.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2013,11.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2014,10.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2015,8.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2016,8.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2017,7.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2018,7.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2019,8.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2020,8.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2021,9.2,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2022,10.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2023,10.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Norway,2024,11.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2001,5.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2002,5.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2003,4.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2004,3.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2005,3.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2006,3.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2007,3.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2008,3.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2009,3.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2010,3.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2011,3.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2012,3.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2013,3.2,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2014,3.3,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2015,3.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2016,3.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2017,3.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2018,3.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2019,3.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2020,3.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2021,4.3,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2022,3.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2023,2.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Poland,2024,3.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,1999,38.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2000,36.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2001,37.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2002,37.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2003,33.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2004,30.9,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2005,30.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2006,30.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2007,30.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2008,28.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2009,25.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2010,24.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2011,17.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2012,14.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2013,14.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2014,14.1,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2015,11.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2016,10.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2017,9.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2018,8.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2019,7.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2020,5.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2021,4.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2022,4.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2023,6.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Portugal,2024,5.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,1999,20.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2000,22.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2001,21.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2002,22.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2003,21.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2004,21.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2005,19.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2006,18.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2007,17.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2008,16.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2009,17.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2010,19.0,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2011,17.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2012,16.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2013,15.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2014,16.7,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2015,18.5,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2016,18.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2017,18.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2018,16.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2019,15.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2020,16.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2021,15.5,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2022,15.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2023,16.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Romania,2024,18.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2010,7.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2011,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2012,7.4,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2013,9.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2014,8.4,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2015,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2016,6.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2017,6.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2018,6.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2019,6.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2020,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2021,6.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2022,5.0,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2023,5.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Serbia,2024,5.7,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2001,4.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2002,3.2,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2003,2.4,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2004,2.5,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2005,3.2,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2006,4.0,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2007,2.2,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2008,2.6,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2009,3.2,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2010,3.3,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2011,2.5,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2012,3.2,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2013,2.6,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2014,2.7,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2015,3.4,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2016,3.1,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2017,2.5,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2018,3.0,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2019,3.8,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2020,3.4,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2021,1.9,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2022,3.9,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2023,4.9,bu,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovenia,2024,3.5,u,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2002,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2003,4.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2004,6.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2005,5.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2006,5.8,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2007,5.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2008,4.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2009,4.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2010,4.9,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2011,4.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2012,4.6,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2013,6.1,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2014,6.6,b,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2015,6.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2016,7.2,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2017,10.3,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2018,8.8,,
ESTAT:EDAT_LFSE_14(1.0),14/04/25 23:00:00,Annual,Females,Population,From 18 to 24 years,Percentage,Slovakia,2019,7.9,,
